altitud,dir,fecha,horaHrMax,horaHrMin,horaracha,horatmax,horatmin,hrMax,hrMedia,hrMin,indicativo,nombre,prec,provincia,racha,tmax,tmed,tmin,velmedia
32.0,8.0,2024-11-06,Varias,11:50,14:40,11:51,00:01,90.0,83.0,75.0,6001.0,TARIFA,0.0,CADIZ,19.4,20.2,18.8,17.3,10.6
32.0,8.0,2024-11-07,Varias,10:40,01:20,12:52,18:01,96.0,92.0,85.0,6001.0,TARIFA,0.0,CADIZ,18.1,20.7,19.6,18.4,8.9
32.0,8.0,2024-11-08,23:50,Varias,01:50,12:30,23:40,97.0,93.0,88.0,6001.0,TARIFA,0.0,CADIZ,16.4,20.1,18.6,17.1,6.9
32.0,27.0,2024-11-09,Varias,18:50,16:00,13:18,02:28,99.0,93.0,82.0,6001.0,TARIFA,0.0,CADIZ,7.8,20.9,18.1,15.3,2.8
32.0,36.0,2024-11-10,Varias,14:40,00:20,14:55,06:31,99.0,84.0,54.0,6001.0,TARIFA,0.0,CADIZ,6.7,22.8,18.4,13.9,1.7
32.0,9.0,2024-11-11,03:00,04:00,23:59,12:07,02:36,92.0,88.0,71.0,6001.0,TARIFA,0.0,CADIZ,16.9,19.8,16.4,13.1,6.1
32.0,10.0,2024-11-12,22:30,Varias,01:20,12:17,22:54,94.0,83.0,76.0,6001.0,TARIFA,0.0,CADIZ,16.1,20.1,17.6,15.2,6.4
32.0,24.0,2024-11-13,03:10,15:40,12:40,11:33,02:40,99.0,89.0,63.0,6001.0,TARIFA,6.0,CADIZ,13.1,18.5,15.6,12.7,2.5
32.0,10.0,2024-11-14,09:40,15:00,07:30,11:48,00:01,95.0,92.0,83.0,6001.0,TARIFA,0.8,CADIZ,12.2,20.3,18.3,16.3,4.7
32.0,8.0,2024-11-15,Varias,15:40,22:40,13:14,Varias,95.0,92.0,86.0,6001.0,TARIFA,0.2,CADIZ,18.9,20.2,19.3,18.4,9.7
32.0,9.0,2024-11-16,06:30,14:20,03:30,14:16,06:11,95.0,89.0,83.0,6001.0,TARIFA,0.4,CADIZ,19.7,20.3,19.2,18.1,9.7
32.0,8.0,2024-11-17,Varias,02:10,02:00,10:52,23:45,93.0,90.0,84.0,6001.0,TARIFA,0.0,CADIZ,18.6,19.7,18.4,17.2,8.9
32.0,10.0,2024-11-18,Varias,21:00,23:00,21:07,06:03,93.0,85.0,46.0,6001.0,TARIFA,1.8,CADIZ,10.6,20.9,18.8,16.8,4.7
32.0,30.0,2024-11-19,Varias,11:10,06:20,11:05,02:25,94.0,83.0,64.0,6001.0,TARIFA,1.0,CADIZ,10.0,21.6,18.8,16.0,3.9
32.0,27.0,2024-11-20,Varias,11:00,12:40,11:01,06:34,96.0,86.0,69.0,6001.0,TARIFA,0.0,CADIZ,11.7,19.2,17.4,15.7,5.3
32.0,26.0,2024-11-21,01:40,13:20,15:20,23:07,06:23,85.0,75.0,67.0,6001.0,TARIFA,0.0,CADIZ,11.9,18.3,16.4,14.5,5.3
32.0,30.0,2024-11-22,23:59,00:40,04:40,13:37,23:59,91.0,83.0,66.0,6001.0,TARIFA,0.0,CADIZ,8.9,19.7,17.2,14.8,3.6
32.0,9.0,2024-11-23,04:50,15:30,22:20,Varias,Varias,98.0,85.0,77.0,6001.0,TARIFA,0.0,CADIZ,18.1,19.0,15.6,12.1,7.8
32.0,10.0,2024-11-24,17:00,Varias,07:50,13:04,02:49,91.0,88.0,83.0,6001.0,TARIFA,0.0,CADIZ,20.6,18.4,17.8,17.2,12.8
32.0,8.0,2024-11-25,23:59,01:20,00:50,12:39,23:58,94.0,88.0,81.0,6001.0,TARIFA,0.0,CADIZ,16.9,20.2,17.6,15.1,2.5
32.0,11.0,2024-11-26,Varias,14:00,14:10,13:51,07:11,98.0,87.0,71.0,6001.0,TARIFA,0.0,CADIZ,3.1,22.0,17.4,12.8,1.1
